2021-12-11 12:17:54,734 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-11 12:17:54,754 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-11 12:17:54,754 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-12-11 12:17:54,754 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-12-11 12:17:54,754 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-12-11 12:17:54,754 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-12-11 12:17:54,816 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-12-11 12:22:28,606 INFO  SwAddin.cs: 271 - Assembly export called for file for_simulations.SLDASM
2021-12-11 12:22:32,256 INFO  SwAddin.cs: 290 - Saving assembly
2021-12-11 12:22:34,711 INFO  SwAddin.cs: 293 - Opening property manager
2021-12-11 12:22:34,777 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from for_simulations.SLDASM
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1142 - Found 58 in for_simulations.SLDASM
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in for_simulations.SLDASM
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1167 - 11 components to check
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hip_IR_link_aspart-1
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1142 - Found 29 in hip_IR_link_aspart-1
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hip_IR_link_aspart-1
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shin_right_aspart-1
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1142 - Found 43 in shin_right_aspart-1
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shin_right_aspart-1
2021-12-11 12:22:34,793 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from thigh_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1142 - Found 48 in thigh_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in thigh_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hip_across_aspart-2
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1142 - Found 32 in hip_across_aspart-2
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hip_across_aspart-2
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from thigh_aspart-2
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1142 - Found 48 in thigh_aspart-2
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in thigh_aspart-2
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from foot_right_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1142 - Found 86 in foot_right_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in foot_right_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from back_and_hipabd_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1142 - Found 52 in back_and_hipabd_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in back_and_hipabd_aspart-1
2021-12-11 12:22:34,808 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hip_IR_link_aspart-2
2021-12-11 12:22:34,886 INFO  ExportHelperExtension.cs: 1142 - Found 29 in hip_IR_link_aspart-2
2021-12-11 12:22:34,886 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hip_IR_link_aspart-2
2021-12-11 12:22:34,886 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from foot_left_aspart-1
2021-12-11 12:22:34,886 INFO  ExportHelperExtension.cs: 1142 - Found 96 in foot_left_aspart-1
2021-12-11 12:22:34,886 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in foot_left_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from shin_left_aspart1-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1142 - Found 69 in shin_left_aspart1-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in shin_left_aspart1-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from hip_across_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1142 - Found 32 in hip_across_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in hip_across_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from for_simulations.SLDASM
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1142 - Found 58 in for_simulations.SLDASM
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in for_simulations.SLDASM
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1167 - 11 components to check
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from hip_IR_link_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1142 - Found 29 in hip_IR_link_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in hip_IR_link_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from shin_right_aspart-1
2021-12-11 12:22:34,902 INFO  ExportHelperExtension.cs: 1142 - Found 43 in shin_right_aspart-1
